CODFILIAL,SEGMENTO,FATURAMENTO,MARGEM,CLIENTE,Mes
11,FLV NACIONAIS,490,25.2995816326531%,SUPERMERCADOS PRIOTT,Mar
24,FLV NACIONAIS,490,16.5445857142857%,COMERCIO DE ALIMENTO,Abr
05,FLV NACIONAIS,489.8,29.0365761535321%,DIFAMILIA RESTAURANT,Abr
05,FLV NACIONAIS,489.25,36.0786918753194%,RESTAURANTE CASARAO,Jan
02,FLV NACIONAIS,489,20.4439581095596%,CONDOR APUCARANA,Fev
15,FLV NACIONAIS,489,13.7631738241309%,SUPERMERCADO ITO LTD,Mar
09,SEGMENTO ORGANICOS,488.6,34.7064899713467%,J P GASPERINI,Mar
21,FLV NACIONAIS,487.5,32.7437907692308%,SUPERMERCADO BABI,Fev
05,FLV NACIONAIS,487.39,21.2315024928702%,JULIANO ANDRIN 00473,Abr
14,ALIMENTOS INDUSTRIALIZADOS,487.27,58.3727994746239%,SUPER INDUSTRIAL,Jan
05,FLV NACIONAIS,487.15,24.6218659550446%,MERCADO BERTOL,Abr
05,FLV NACIONAIS,487,42.5242361396304%,YELITZA JOSEFINA,Jan
05,FLV NACIONAIS,487,30.5752464065708%,MERCADO SANTA CRUZ,Fev
04,FLV NACIONAIS,485.75,32.981171384457%,MERCADO UNIAO,Abr
12,FLV IMPORTADOS,485,21.9607773195876%,IMPORTADORA MAGARETT,Abr
13,FLV NACIONAIS,485,30.8478164948454%,ATACADO SUPER LTDA,Abr
05,FLV NACIONAIS,484.3,15.5191947140202%,ATALIBA CAGOL,Jan
10,FLV NACIONAIS,483.58,38.3648248480086%,GUILHERME SALOMAO,Jan
23,FLV NACIONAIS,483.3,15.891959445479%,VIALE TOWER,Abr
02,FLV NACIONAIS,482.6,34.5198943224202%,ROSSETTI SUPERMERCAD,Mar
09,SEGMENTO ORGANICOS,482.5,31.7380373056995%,SANTA HELENA SUPERME,Mar
15,FLV NACIONAIS,482,15.7560829875519%,BOI DE OURO CASA DE,Jan
05,FLV NACIONAIS,481.4,39.783070211882%,CRIS SUPERMERCADOS,Fev
14,ALIMENTOS INDUSTRIALIZADOS,480.72,49.0119092195041%,SUPER HACK,Jan
05,FLV NACIONAIS,480.02,23.9386088079663%,PANIFICADORA IRATI,Mar
05,FLV NACIONAIS,480.02,30.0828944627307%,PADARIA E CONFEITARI,Mar
02,FLV NACIONAIS,480,-0.427260416666675%,ANTONIO CARLOS DE AR,Fev
05,FLV NACIONAIS,480,24.9142229166667%,ENIO ROBERTO LAUTERI,Mar
05,FLV NACIONAIS,480,40.0431083333333%,CONVENIENCIA VOLTA G,Abr
09,FLV NACIONAIS,480,-385.167902083333%,IVETE BAU LAMB,Abr
11,FLV NACIONAIS,480,28.47271875%,SUPERMERCADO COMPANI,Abr
12,FLV IMPORTADOS,480,9.6143%,YOSHIDA,Jan
05,FLV NACIONAIS,479,27.6403590814196%,MERCADO VILSON,Abr
09,FLV NACIONAIS,479,-88.3949018789144%,SOLANGE,Mar
15,FLV NACIONAIS,479,20.9549770354906%,ELSO,Mar
14,ALIMENTOS INDUSTRIALIZADOS,478.8,-55.1299749373434%,SUPER CENTRAL,Fev
14,ALIMENTOS INDUSTRIALIZADOS,478.8,-54.9206140350877%,ACOUG. E MERC.GAUCHA,Fev
04,FLV NACIONAIS,478.7,35.5011781909338%,DAVIS DE OLIVEIRA ME,Abr
04,FLV NACIONAIS,478.45,27.4891357508621%,JEFERSON COSTA,Fev
04,FLV NACIONAIS,478,15.1233493723849%,MINE MERCADO JUCE,Abr
14,ALIMENTOS INDUSTRIALIZADOS,477.87,60.4009019189319%,MERCADO VITORIA 2,Mar
04,FLV NACIONAIS,477.2,21.7264543168483%,RESTAURANTE CAPELETT,Jan
15,FLV NACIONAIS,477,10.3474758909853%,ELISA,Jan
04,FLV NACIONAIS,476.25,33.2220535433071%,CAMARAO EXPRESS,Jan
02,FLV NACIONAIS,475,42.1504021052632%,MERCADO ARAUJO,Mar
04,FLV NACIONAIS,475,26.6609789473684%,FRY PIZZA,Fev
09,FLV NACIONAIS,475,27.0591431578947%,WANDERLEI LUIZ BATIS,Jan
11,FLV NACIONAIS,475,37.9952884210526%,COMERCIAL VENTURA,Mar
12,FLV IMPORTADOS,475,20.9164463157895%,IRMAOS FELIX,Fev
12,FLV IMPORTADOS,475,24.1067810526316%,ILDEFONSO RIBEIRO,Mar
12,FLV IMPORTADOS,475,20.9164463157895%,FELIX BEBIDAS,Fev
15,FLV NACIONAIS,475,17.9385052631579%,CRISTIANO SEVERINO,Abr
23,FLV NACIONAIS,475,18.1590547368421%,AQUARELA HORTIFRUTIG,Jan
24,FLV NACIONAIS,474.64,-2.33981122534974%,MERCADO AZULAO,Fev
05,FLV NACIONAIS,474,30.0335696202532%,RESTAURANTE BEM ESTA,Abr
04,FLV NACIONAIS,473,35.5255940803383%,LAR DE IDOSOS,Fev
05,FLV NACIONAIS,472.5,41.6176126984127%,LPH COMBUSTIVEIS,Fev
05,FLV NACIONAIS,472.4,25.8632091447925%,LA CABANA GRILL,Mar
04,FLV NACIONAIS,472.1,38.0562550307138%,BARATAO SUPERMERCADO,Mar
16,FLV NACIONAIS,472,22.4460720338983%,ANDRE CARLO VIEL,Jan
16,SEGMENTO ORGANICOS,472,14.6237627118644%,ALEXANDRE ALCIRIO,Fev
11,FLV NACIONAIS,471.56,31.4545422592966%,A ANGELONI E CIA LTD,Jan
04,FLV NACIONAIS,470.9,100%,RECICLAGEM PATO BRAN,Fev
15,FLV NACIONAIS,470.9,16.0040390741134%,EDSON FERREIRA,Jan
09,FLV NACIONAIS,470.5,-136.127931987248%,ADAIR JOSE KENE,Mar
15,FLV NACIONAIS,470,19.6436914893617%,GILBERTOVNEVES,Jan
14,ALIMENTOS INDUSTRIALIZADOS,469.03,41.3566999978679%,SUPER DE CASTRO,Jan
09,FLV NACIONAIS,468.59,22.6122836594891%,SUPERMERCADO SAO PED,Abr
05,FLV NACIONAIS,468.5,23.7796414087513%,MERCADO TAVARES,Mar
04,SEGMENTO ORGANICOS,467.8,57.5550940572894%,TUNA SUSHI,Mar
14,ALIMENTOS INDUSTRIALIZADOS,467.45,50.2506385709702%,COMERCIAL CAVALCANTE,Jan
04,SEGMENTO ORGANICOS,467.38,44.6154756301083%,COASUL - SAO JORGE,Fev
14,ALIMENTOS INDUSTRIALIZADOS,467.36,55.6520690688121%,M C GIRALDELLO,Jan
05,FLV NACIONAIS,467,31.5599571734475%,ARTE E TAVOLA,Mar
21,FLV NACIONAIS,466.1,26.1714868054066%,CHURRASCARIA GAUCHAO,Fev
15,FLV NACIONAIS,466,29.5422038626609%,EDNALVA FELIX,Abr
05,FLV NACIONAIS,465.5,30.264141783029%,COOAFI,Jan
04,FLV NACIONAIS,465.15,36.0561969257229%,RESTAURANTE CAMPEIRO,Abr
12,FLV IMPORTADOS,465,9.82744731182795%,FRUTAMINA,Jan
14,ALIMENTOS INDUSTRIALIZADOS,464.85,52.3022329783801%,HEDINHO SUPERMERCADO,Fev
14,ALIMENTOS INDUSTRIALIZADOS,464.3,54.8650484600474%,MERCADO UNIAO,Mar
04,FLV NACIONAIS,464.15,32.6231326079931%,IVANETE TEREZINHA VA,Fev
11,FLV NACIONAIS,464,20.5452737068966%,MINI MERCADO E ASSAD,Abr
09,FLV NACIONAIS,463.67,21.018258675351%,MERCADO MARLENE,Mar
04,FLV NACIONAIS,462.75,27.9388525121556%,SUPERMERCADO BRUDER,Fev
11,FLV NACIONAIS,462,23.199551948052%,D LUKA,Mar
21,FLV NACIONAIS,462,27.8209393939394%,TCHE LANCHES,Fev
04,FLV NACIONAIS,461.1,33.7964671437866%,RESTAURANTE CAMPEIRO,Mar
02,FLV NACIONAIS,460,22.3620173913044%,VAL,Jan
15,FLV NACIONAIS,460,28.47555%,THALITA,Mar
13,FLV NACIONAIS,459.94,35.0583858764187%,PARRILLA DON FUEGO,Abr
16,FLV NACIONAIS,459.5,20.4622241566921%,JAV COMERCIO,Jan
11,FLV NACIONAIS,459,22.7354858387799%,KIBARATO,Abr
04,SEGMENTO ORGANICOS,458.92,35.6788133007932%,SUPER GEITTENES LTDA,Fev
04,SEGMENTO ORGANICOS,458.2,37.3802618943693%,SIMONE OTTO BARUFFI,Fev
09,SEGMENTO ORGANICOS,458,39.1743340611354%,TRENTO CORBELIA,Mar
04,SEGMENTO ORGANICOS,457.6,59.6817395104895%,TUNA SUSHI,Fev
10,FLV NACIONAIS,456,22.5814912280702%,MERCADO GAGO,Mar
15,FLV NACIONAIS,456,21.8320263157895%,VALDECIR,Mar
15,FLV NACIONAIS,456,12.6528903508772%,STEFANI ROBERTA,Mar
11,FLV NACIONAIS,455,41.1640175824176%,SUPERMERCADO SENNA,Fev
02,FLV NACIONAIS,454.98,19.2467119433821%,ALVAMAR,Fev
05,FLV NACIONAIS,453.58,23.9963666828343%,MERCADO POPULAR,Abr
14,ALIMENTOS INDUSTRIALIZADOS,453.14,48.8980491680275%,QUADRI SUPERMERCADOS,Jan
09,FLV NACIONAIS,452.5,12.1579977900553%,JELSON DA COSTA PINH,Jan
05,FLV NACIONAIS,452,28.3985486725664%,POSTO MARCON,Fev
05,FLV NACIONAIS,451,23.2056807095344%,ANNALU,Fev
04,SEGMENTO ORGANICOS,450.3,42.0576504552521%,SUPER INDUSTRIAL,Mar
02,FLV NACIONAIS,450.08,31.6560922502666%,FARD FRUTAS,Mar
09,FLV NACIONAIS,450.05,-12.7346872569714%,GILBERTO,Jan
02,FLV NACIONAIS,450,18.9466155555556%,ACOUGUE E MERCADO,Abr
05,FLV NACIONAIS,450,27.9212155555556%,T A Z SOLUCOES,Abr
09,FLV NACIONAIS,450,23.5419044444445%,AGROINDUSTRIA DANI,Mar
11,FLV NACIONAIS,450,1.69998444444444%,JULIO VARGAS JR,Fev
12,FLV IMPORTADOS,450,13.9895422222222%,SOMOS,Fev
12,FLV IMPORTADOS,450,21.6292%,LELLIS HORTIFRUTI,Abr
12,FLV IMPORTADOS,450,15.1634222222222%,FRUGAL,Fev
13,SEGMENTO ORGANICOS,450,44.0659511111111%,OLD STYLE BURGUER,Jan
13,SEGMENTO ORGANICOS,450,46.8296022222222%,OLD STYLE BURGUER,Mar
15,FLV NACIONAIS,450,20.1463777777778%,QUITANDA JJ,Mar
21,FLV NACIONAIS,449.6,17.7604270462634%,CHURRASQUINHO SOBRE,Jan
14,ALIMENTOS INDUSTRIALIZADOS,448.89,48.5133462540934%,SUPER HACK 2,Fev
04,FLV NACIONAIS,448.7,9.04158680632939%,CHURRASC PROTEINA,Mar
09,FLV NACIONAIS,448.5,-145.735277591973%,EMERSON,Mar
14,ALIMENTOS INDUSTRIALIZADOS,448.1,51.3209305958491%,DANIELLY BOCHIO MERC,Jan
04,SEGMENTO ORGANICOS,447.9,34.8856039294485%,SUPERMERCADO DINPAR,Jan
21,ALIMENTOS INDUSTRIALIZADOS,446.56,41.9483831959871%,MERCADO CARDOZO,Fev
05,FLV NACIONAIS,446.5,48.8175677491601%,SUPERMERCADO VINICIU,Mar
04,FLV NACIONAIS,446.25,29.0563809523809%,MERCADO BORGES,Abr
14,ALIMENTOS INDUSTRIALIZADOS,446.15,39.5346946094363%,F A DUTRA,Mar
05,FLV NACIONAIS,446,29.5170784753363%,SULZBACH MERCADO,Abr
04,SEGMENTO ORGANICOS,445.8,49.1693606998654%,SUPER SAO JOSE,Jan
11,FLV NACIONAIS,445,16.6979280898876%,STRAPASSON COMERCIO,Jan
11,FLV NACIONAIS,445,18.7352292134831%,D LUKA,Fev
14,ALIMENTOS INDUSTRIALIZADOS,444.67,53.2477545145839%,MARIFRAN SABORES,Jan
09,FLV NACIONAIS,443.62,27.213461971958%,ODALAN TRANSPORTES E,Jan
09,FLV NACIONAIS,443.6,32.206372858431%,LEA LANCHES,Mar
05,FLV NACIONAIS,443.3,23.6999142792691%,GALGO BEER HOUSE,Jan
05,FLV NACIONAIS,443,32.2450045146727%,MERCADO DO JERRI,Fev
05,SEGMENTO ORGANICOS,442.9,22.0238383631739%,MASTER SUPERMERCADOS,Jan
14,ALIMENTOS INDUSTRIALIZADOS,442.68,46.9644348061805%,MINIMERCADO REAL,Jan
14,ALIMENTOS INDUSTRIALIZADOS,442.65,45.5252908618548%,SUPERMERCADO FAMILIA,Jan
04,SEGMENTO ORGANICOS,442.5,48.2148361581921%,ANMO COZINHA,Abr
09,FLV NACIONAIS,442.05,23.3527790973872%,INDUSTRIA E COMERCIO,Jan
14,ALIMENTOS INDUSTRIALIZADOS,440.78,53.8509392440673%,MERCADO AMIGAO,Mar
14,ALIMENTOS INDUSTRIALIZADOS,440.33,44.9529035041901%,SUPERMERCADO ARCO IR,Fev
09,FLV NACIONAIS,440.12,11.9596019267472%,MERCADO MARLENE,Jan
02,FLV NACIONAIS,440,12.5751954545455%,GENISON,Jan
02,FLV NACIONAIS,440,7.69608636363636%,ANTONIO CARLOS DE AR,Mar
13,FLV NACIONAIS,440,14.3815227272727%,ALHO GOSTOSINHO,Fev
24,FLV NACIONAIS,440,36.9893795454545%,SUPERMERCADO CABRAO,Mar
04,SEGMENTO ORGANICOS,439.3,39.8263032096517%,SUPER SAO JOSE,Fev
04,FLV NACIONAIS,439,29.517722095672%,GB SUPERMERCADOS,Jan
04,FLV NACIONAIS,438.2,36.6861912368781%,MERCADO DAROS,Jan
09,FLV NACIONAIS,438.2,31.3126859881333%,ADRIANA MOTA,Fev
11,FLV NACIONAIS,438,23.9140296803653%,D LUKA,Jan
11,FLV NACIONAIS,438,21.9863127853881%,A T DE C STRE,Jan
14,ALIMENTOS INDUSTRIALIZADOS,438,57.3740844748859%,MOURA SUPER EFAPI,Jan
14,ALIMENTOS INDUSTRIALIZADOS,437.77,42.9456860908696%,MERCADO CEOLATO,Fev
05,FLV NACIONAIS,436.5,35.8720526918671%,MARI MASSAS,Jan
04,SEGMENTO ORGANICOS,436.06,50.476973352291%,SUPER DA HORA,Mar
05,FLV NACIONAIS,436,25.3147270642202%,AMS IMPORIO DAS FRUT,Mar
15,FLV NACIONAIS,436,23.696876146789%,SUPERCADO SUPER AUSE,Abr
04,SEGMENTO ORGANICOS,435.5,39.8606016073479%,SUPERMERCADO LUERSEN,Mar
13,SEGMENTO ORGANICOS,435.35,13.4383162972321%,LONGEN E DE LORENZI,Fev
04,FLV NACIONAIS,435.2,29.8920657169118%,W R BIESEK,Jan
05,FLV NACIONAIS,435,18.3952781609195%,MARROM GLACE,Abr
15,FLV NACIONAIS,435,7.80785977011495%,MILTON MENDONCA ALVE,Abr
21,FLV NACIONAIS,433.8,26.5918764407561%,CHURRASCARIA SABOR G,Fev
04,FLV NACIONAIS,433.75,21.2973694524496%,MERCADO MASTER,Jan
13,SEGMENTO ORGANICOS,433.65,39.1018448427121%,COOP DE PROD E ABAST,Fev
04,FLV NACIONAIS,432.8,20.0544824399261%,RESTAURANTE VITORIA,Abr
04,SEGMENTO ORGANICOS,432.8,55.5435235674677%,HAMUD,Mar
05,FLV NACIONAIS,432.6,27.9046671289875%,COMERCIAL LORENZET,Abr
05,FLV NACIONAIS,431.6,32.5311468952734%,SUPERMERCADO TURRA,Fev
04,SEGMENTO ORGANICOS,431.2,41.9318367346939%,CENTRAL SUP,Jan
05,FLV NACIONAIS,431,37.7474686774942%,RESTAURANTE ALGAYER,Abr
05,FLV NACIONAIS,431,32.0503897911833%,MERCADO COSSUL,Mar
13,FLV NACIONAIS,430.8,29.3672260909935%,PUB RUTA 40,Mar
05,FLV NACIONAIS,430.1,24.7657358753778%,SUPERMERCADO FERRARI,Abr
11,FLV NACIONAIS,430.08,47.8607445126488%,HIPERMERCADO,Mar
05,FLV NACIONAIS,430,33.113488372093%,SUPERMERCADO COMIN,Abr
05,FLV NACIONAIS,430,15.9031488372093%,ESPACO CAFE,Mar
09,FLV NACIONAIS,430,-115.215002325581%,RESTAURANTE JO,Abr
11,FLV NACIONAIS,430,17.0844906976744%,COASUL - SAO JOAO,Jan
24,FLV NACIONAIS,430,-28.2488162790698%,FOLHAS E CIA,Fev
05,FLV NACIONAIS,429.6,36.6946438547486%,MERCADO MULLER,Fev
04,FLV NACIONAIS,429.3,27.6743326345213%,REST CAMPO ALTO,Abr
04,FLV NACIONAIS,429,17.6810699300699%,BELLA CONFISERIE,Mar
05,FLV NACIONAIS,428.45,33.5409732757615%,IZA COMERCIO AZEVEDO,Jan
05,FLV NACIONAIS,428,32.5383481308411%,COMERCIAL SPIES LTDA,Jan
13,SEGMENTO ORGANICOS,427.85,30.3052798878112%,DISPER,Jan
04,SEGMENTO ORGANICOS,427.2,44.5209082397004%,SUPERMERC FLORIANO,Fev
05,FLV NACIONAIS,427,32.4425175644028%,MARCIA ZENI,Abr
05,FLV NACIONAIS,426.95,32.3857875629465%,MERCADO SARACINI,Abr
05,FLV NACIONAIS,426,51.0324154929578%,CLARTE,Fev
09,FLV NACIONAIS,426,8.7121737089202%,S S FERREIRA RESTAUR,Jan
04,FLV NACIONAIS,425.9,24.9450669171167%,CATAFESTA MERCADO DO,Jan
05,FLV NACIONAIS,425.5,40.6801269095182%,DOM BENDITO,Jan
15,FLV NACIONAIS,425.5,20.7227967097532%,LUCIANO LOPES,Fev
04,SEGMENTO ORGANICOS,425.4,34.2828490832158%,VERONA SUPERMERCADOS,Jan
11,FLV NACIONAIS,425,37.1947764705882%,RONDONIA EMBALAGENS,Abr
11,FLV NACIONAIS,425,16.2241741176471%,FRAN MORANGO,Abr
16,SEGMENTO ORGANICOS,425,19.2339035294118%,MERCADO MONACO,Mar
04,FLV NACIONAIS,424,20.8389386792453%,PANIF SAO JOSE,Jan
05,FLV NACIONAIS,424,42.3936320754717%,TAINARA PAULA HUBNER,Mar
21,FLV NACIONAIS,424,18.5218679245283%,MANOEL MESSIAS ANDRA,Fev
04,FLV NACIONAIS,423.9,38.1735536394317%,AUTO POSTO COASUL,Mar
14,ALIMENTOS INDUSTRIALIZADOS,423.4,59.5847094945678%,BROTHAUS,Fev
09,FLV NACIONAIS,423.2,13.6987263705104%,SUPERMERCADO ARCO IR,Fev
04,FLV NACIONAIS,423.2,33.3104631379962%,RESTAURANTE MARTIKAI,Abr
05,FLV NACIONAIS,421.9,16.2961839298412%,P RODRIGUES MINIMERC,Jan
21,FLV NACIONAIS,421.8,38.3316761498341%,MERCADO SANTOS,Jan
05,FLV NACIONAIS,421.2,41.951396011396%,MERCADO SANTA LUCIA,Mar
04,FLV NACIONAIS,421.1,-1.60359772025649%,MARLI RODRIGUES DA S,Jan
04,SEGMENTO ORGANICOS,420.4,53.7159776403425%,SUPER MARCON,Jan
04,FLV NACIONAIS,420,18.3886976190476%,ALLIUM INDUSTRIA E C,Fev
11,FLV NACIONAIS,420,29.1776809523809%,MILIANE DOS SANTOS,Fev
11,FLV NACIONAIS,420,7.76849523809524%,J N COM DE HORTIFRUT,Fev
11,FLV NACIONAIS,420,16.8714261904762%,HORTIFRUTI DA SERRA,Fev
15,FLV NACIONAIS,420,8.5039619047619%,COMERCIAL MACAUBA,Fev
04,FLV NACIONAIS,419.5,30.0598116805721%,REST PESCA NA ILHA,Fev
05,FLV NACIONAIS,419,25.5247207637232%,MERCADO ZIN,Abr
04,FLV NACIONAIS,418.5,27.3041481481481%,PANIFICADORA E TRANS,Abr
05,FLV NACIONAIS,418.1,29.9715355178187%,MARCIA REGINA LOPES,Mar
04,FLV NACIONAIS,417.66,28.0799813245223%,REST FOGAO A LENHA,Abr
05,FLV NACIONAIS,416.4,24.8875408261287%,PARADA DO LANCHE,Mar
05,FLV NACIONAIS,416.1,19.9990843547224%,ALINE BATISTA FAVERO,Fev
05,FLV NACIONAIS,416,20.2063701923077%,MINI MERCADO NECO,Jan
11,FLV NACIONAIS,416,13.763125%,SUPERMERCADO BONI,Fev
11,SEGMENTO ORGANICOS,416,16.6189471153846%,FAMILIA FARINHA,Mar
09,SEGMENTO ORGANICOS,415.31,20.9037529421603%,PRIMATO,Jan
09,FLV NACIONAIS,415.2,-54.6500096339114%,RESTAURANTE DO BOSQU,Abr
05,FLV NACIONAIS,415.01,27.5791547191634%,IMPERIO DISTRIBUIDOR,Jan
04,FLV NACIONAIS,415,33.6645012048193%,IVONE JOSE TIGRE,Fev
09,FLV NACIONAIS,415,28.7523855421687%,BONIATTI FACILITTI,Mar
05,FLV NACIONAIS,414.3,28.9332754042964%,AMS IMPORIO DAS FRUT,Jan
05,FLV NACIONAIS,414,37.3540410628019%,ELEVA ALIMENTACAO SA,Abr
09,FLV NACIONAIS,413.9,-68.1082918579367%,EMPORIO PALOSKI,Abr
04,SEGMENTO ORGANICOS,413.85,39.1216044460553%,SUPER INDUSTRIAL,Fev
04,FLV NACIONAIS,413.5,40.7557049576784%,LANCHONETE ALMEIDA,Fev
11,FLV NACIONAIS,413.1,1.000484144275%,TO NA PRAIA,Abr
05,FLV NACIONAIS,413.01,29.3765719958354%,PATRICIA BRUM SOARES,Mar
04,SEGMENTO ORGANICOS,413,37.481215496368%,RESTAURANTE CARNE NA,Fev
09,FLV NACIONAIS,411.68,33.238209288768%,EMPORIO ZERO GRAU,Abr
02,FLV NACIONAIS,410.04,18.494590771632%,LUCAS,Jan
02,FLV NACIONAIS,410,17.0280317073171%,BBL COMERCIO DE ALIM,Abr
05,FLV NACIONAIS,410,31.9790756097561%,SUPERMERCADO DIETHA,Fev
05,FLV NACIONAIS,409.7,31.0045740785941%,JOCEMAR MENTZ E CIA,Fev
05,FLV NACIONAIS,409.01,22.211696535537%,CEREJA DO BOLO,Mar
04,FLV NACIONAIS,408.9,38.6362435803375%,V J DOS S RIBEIRO,Fev
05,FLV NACIONAIS,408.6,32.4620631424376%,MERCADO DAL MOLIN,Jan
05,FLV NACIONAIS,408.5,36.1733219094247%,MERCADO SATIQ,Mar
05,FLV NACIONAIS,408.5,32.342%,ESPACO CAFE,Fev
21,FLV NACIONAIS,408.2,31.208953944145%,MERCADO SOUZA PONCE,Fev
11,FLV NACIONAIS,408,18.2809607843137%,MICHELON SUPERMERCAD,Mar
04,FLV NACIONAIS,407.85,26.4378349883536%,JEAN PAULO DA CUNHA,Abr
05,FLV NACIONAIS,407.5,45.5181398773006%,MUITA CARNE MHA,Mar
04,FLV NACIONAIS,407.25,39.8200466543892%,V J DOS S RIBEIRO,Mar
05,FLV NACIONAIS,406.5,27.5999655596556%,NOSSO SABOR,Abr
05,FLV NACIONAIS,405.8,30.3037235091178%,PIZZARIA DONA MOCA,Fev
05,FLV NACIONAIS,403.3,34.8122241507563%,S N COMERCIO DE PROD,Abr
04,FLV NACIONAIS,402.95,30.0305075071349%,MERCADO SANTA LUCIA,Jan
05,FLV NACIONAIS,401.5,28.8941369863014%,MERCADO CURTARELLI,Abr
21,FLV NACIONAIS,401,7.61458104738154%,SINUELO SUCOS,Fev
21,FLV NACIONAIS,401,16.0961970074813%,E M MERCADO GOBBI,Fev
16,FLV NACIONAIS,400.3,14.2643017736698%,J P GASPERINI,Jan
02,FLV NACIONAIS,400,11.35901%,ANA,Mar
05,FLV NACIONAIS,400,26.973445%,VIVA DOCES E SALGADO,Fev
05,FLV NACIONAIS,400,23.4553125%,BIOLCHI PIZZARIA,Fev
11,FLV NACIONAIS,400,55.891335%,A M SARAIVA ME,Abr
12,FLV IMPORTADOS,400,30.3740475%,SR COM DE FRUTAS E V,Abr
13,FLV NACIONAIS,400,12.06982%,GL FRUTAS E VERDURAS,Jan
13,FLV NACIONAIS,400,10.966%,FRUTAS NA CAIXA,Mar
15,FLV NACIONAIS,400,14.211655%,SUPER ALVORADA,Abr
15,FLV NACIONAIS,400,14.211655%,SUP ALVORADA 2,Abr
15,FLV NACIONAIS,400,5.6475875%,MARIA S HORTIFRUTI,Jan
24,FLV NACIONAIS,399,26.7833809523809%,MERCADO CENTRO OESTE,Abr
09,FLV NACIONAIS,398.9,27.1952669842066%,LEILYSIANE TOMAZELLI,Abr
15,FLV NACIONAIS,398.6,18.4364987984261%,SUPER BAZA,Fev
04,SEGMENTO ORGANICOS,397.8,51.3155329311212%,RESTAURANTE E PIZZAR,Fev
05,FLV NACIONAIS,397.7,25.3413930098064%,MERCADO DAL PIVA,Abr
05,FLV NACIONAIS,397.5,23.6563698113208%,MEU MERCADO,Abr
05,FLV NACIONAIS,397.1,30.0122236212541%,SUPERMERCADO DEMARCO,Abr
09,FLV NACIONAIS,396,11.4133458238297%,BEAL TANCREDO NEVES,Abr
09,FLV NACIONAIS,396,11.4133458238297%,BEAL FACULDADE,Abr
14,ALIMENTOS INDUSTRIALIZADOS,396,51.2445656565657%,IRACI CANTU,Mar
04,SEGMENTO ORGANICOS,395.75,49.1322880606444%,SUPERMERCADOS QUADRI,Mar
05,FLV NACIONAIS,395.5,32.0686346396966%,PORTFOLL HORTIFRUTI,Abr
09,FLV NACIONAIS,395.01,56.8780840991367%,CELIA DOCES,Abr
11,FLV NACIONAIS,395,6.05678481012659%,MINIMERCADO CATAO LT,Fev
11,FLV NACIONAIS,395,38.9148151898734%,JEEDA ALIMENTOS,Abr
11,FLV NACIONAIS,395,54.4045265822785%,INSTITUTO ADVENTISTA,Jan
09,FLV NACIONAIS,394.66,16.6442507474788%,JELSON DA COSTA PINH,Fev
04,SEGMENTO ORGANICOS,394,20.2570939086294%,LUZ HOTEL,Jan
04,SEGMENTO ORGANICOS,393.7,36.7487731775464%,COAGRO,Mar
14,ALIMENTOS INDUSTRIALIZADOS,393.3,50.2405339435545%,ACOUGE SCHNEIGER,Mar
11,FLV NACIONAIS,393,39.5372442748092%,SUPERMERCADO CARIRI,Fev
04,SEGMENTO ORGANICOS,392.1,32.2619586840092%,MD EMPREENDIMENTOS,Jan
04,FLV NACIONAIS,392,43.4374617346939%,EMPORIO DO PAO,Abr
05,FLV NACIONAIS,392,41.8625%,RESTAURANTE LENHA,Abr
15,FLV NACIONAIS,392,22.2607908163265%,GERALDO FERREIRA FIL,Jan
02,FLV NACIONAIS,391.5,15.7425823754789%,CLEUNICE APARECIDA,Abr
04,SEGMENTO ORGANICOS,391.35,36.6568876964354%,COMERCIAL STAINE,Abr
05,FLV NACIONAIS,390.75,17.7185642994242%,DERLI WEBER,Abr
05,FLV NACIONAIS,390.5,50.9431113956466%,MERCADO CUCA,Jan
09,FLV NACIONAIS,390.3,34.5374148091212%,MERCADO AMIGAO,Abr
02,FLV NACIONAIS,390,22.3327692307692%,FRUTARIA DA CLAUDIA,Jan
04,FLV NACIONAIS,390,33.1125769230769%,SALGADOS DIMESA,Abr
05,SEGMENTO ORGANICOS,390,20.9911333333333%,KAIRUNI FERNANDE,Fev
05,FLV NACIONAIS,390,28.6433256410257%,EDSON REPRESENTACOES,Mar
05,FLV NACIONAIS,390,38.8476948717949%,DON GIUSEPPE PIZZARI,Mar
09,SEGMENTO ORGANICOS,390,28.2647256410256%,MAXXI UMUARAMA,Fev
11,FLV NACIONAIS,390,30.6840153846154%,AGROMIX,Mar
04,SEGMENTO ORGANICOS,389.2,52.076374614594%,RESTAURANTE CARNE NA,Mar
15,FLV NACIONAIS,389,18.7207840616967%,ALEX SOUZA,Fev
04,FLV NACIONAIS,388.25,38.8916342562782%,SUPERMERCADO MORONI,Abr
04,FLV NACIONAIS,388.25,31.1500296200901%,BRASIL GRILL,Abr
05,FLV NACIONAIS,388,17.7334948453608%,VIVA DOCES E SALGADO,Jan
09,FLV NACIONAIS,387.96,23.6780776368698%,MERCADO GIACOMINI,Abr
05,FLV NACIONAIS,386.7,26.6419446599431%,LIVRARIA E BAZAR,Jan
11,FLV NACIONAIS,386.08,19.0829206382097%,MEU MERCADO,Jan
15,FLV NACIONAIS,386,18.2316839378238%,LUIZ CARLOS,Mar
05,FLV NACIONAIS,385.5,42.3307626459144%,CLARTE,Mar
04,FLV NACIONAIS,385.2,26.6630036344756%,MARISTELA SIQUEIRA,Mar
